Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away,home_win,implied_home_prob_vig,implied_away_prob_vig,vig,market_home_prob,home_win_pct_last5,home_win_pct_last10,home_win_pct_last20,home_season_win_pct,home_days_rest,away_win_pct_last5,away_win_pct_last10,away_win_pct_last20,away_season_win_pct,away_days_rest,diff_win_pct_last5,diff_win_pct_last10,diff_win_pct_last20,diff_season_win_pct,diff_days_rest
2007-11-10,Utah Jazz,Memphis Grizzlies,219.0,11.0,-600.0,475.0,212,24,1,1,1,0.8571428571428571,0.1739130434782608,0.0310559006211179,0.8313253012048193,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,0.25,0.25,1.0,0.35,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.0
2007-11-10,Sacramento Kings,Minnesota Timberwolves,193.5,4.5,-200.0,170.0,193,7,1,1,1,0.6666666666666666,0.3703703703703703,0.0370370370370369,0.6428571428571429,0.2,0.2,0.2,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.2,0.2,0.0
2007-11-10,Portland Trail Blazers,Dallas Mavericks,202.5,8.0,290.0,-350.0,173,9,1,2,1,0.2564102564102564,0.7777777777777778,0.034188034188034,0.2479338842975206,0.4,0.4,0.4,0.4,1.0,0.8,0.8,0.8,0.8,2.0,-0.4,-0.4,-0.4,-0.4,-1.0
2007-11-11,Charlotte Bobcats,Houston Rockets,187.5,5.5,235.0,-275.0,167,-3,2,2,0,0.2985074626865671,0.7333333333333333,0.0318407960199005,0.2892960462873674,0.6,0.6,0.6,0.6,2.0,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,-0.20000000000000007,-0.2333333333333334,-0.2333333333333334,-0.2333333333333334,0.0
2007-11-11,Atlanta Hawks,Washington Wizards,195.5,5.0,-230.0,190.0,191,-11,2,2,0,0.696969696969697,0.3448275862068966,0.0417972831765935,0.6690070210631895,0.4,0.4,0.4,0.4,2.0,0.0,0.0,0.0,0.0,2.0,0.4,0.4,0.4,0.4,0.0
2007-11-11,Los Angeles Clippers,Cleveland Cavaliers,196.0,0.0,-110.0,-110.0,198,-8,2,2,0,0.5238095238095238,0.5238095238095238,0.0476190476190476,0.5,0.8,0.8,0.8,0.8,2.0,0.6,0.5,0.5,0.5,2.0,0.20000000000000007,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.0
2007-11-11,Philadelphia 76ers,New Orleans Pelicans,192.5,2.0,130.0,-150.0,165,-21,2,2,0,0.4347826086956521,0.6,0.0347826086956521,0.4201680672268907,0.4,0.4,0.4,0.4,2.0,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,-0.19999999999999996,-0.2666666666666666,-0.2666666666666666,-0.2666666666666666,0.0
2007-11-11,Seattle SuperSonics,Detroit Pistons,199.0,6.5,235.0,-275.0,210,-4,2,2,0,0.2985074626865671,0.7333333333333333,0.0318407960199005,0.2892960462873674,0.0,0.0,0.0,0.0,2.0,0.8,0.8,0.8,0.8,2.0,-0.8,-0.8,-0.8,-0.8,0.0
2007-11-11,San Antonio Spurs,Milwaukee Bucks,185.0,10.5,-700.0,550.0,201,25,2,2,1,0.875,0.1538461538461538,0.0288461538461537,0.8504672897196263,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.4,0.4,0.4,0.4,2.0,0.4,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0
2007-11-11,New York Knicks,Miami Heat,196.0,4.0,-150.0,130.0,147,-3,2,2,0,0.6,0.4347826086956521,0.0347826086956521,0.5798319327731092,0.5,0.5,0.5,0.5,2.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,0.5,0.0
