Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away,home_win,implied_home_prob_vig,implied_away_prob_vig,vig,market_home_prob
2019-12-20,Denver Nuggets,Minnesota Timberwolves,216.0,10.0,-750.0,525.0,209,9,2,2,1,0.8823529411764706,0.16,0.04235294117647048,0.8465011286681716
2019-12-20,Philadelphia 76ers,Dallas Mavericks,213.5,7.5,-425.0,325.0,215,-19,2,2,0,0.8095238095238095,0.23529411764705882,0.04481792717086841,0.774798927613941
2019-12-20,Oklahoma City Thunder,Phoenix Suns,218.0,4.0,-150.0,130.0,234,18,2,3,1,0.6,0.43478260869565216,0.034782608695652195,0.5798319327731092
2019-12-20,Cleveland Cavaliers,Memphis Grizzlies,224.0,2.0,120.0,-140.0,221,7,2,2,1,0.45454545454545453,0.5833333333333334,0.037878787878787845,0.43795620437956206
2019-12-20,Boston Celtics,Detroit Pistons,215.0,7.5,-450.0,350.0,207,21,2,2,1,0.8181818181818182,0.2222222222222222,0.04040404040404044,0.7864077669902912
2019-12-20,Toronto Raptors,Washington Wizards,230.0,6.0,-270.0,220.0,240,4,2,2,1,0.7297297297297297,0.3125,0.042229729729729826,0.7001620745542949
2019-12-20,Indiana Pacers,Sacramento Kings,206.5,5.0,-220.0,180.0,224,14,3,3,1,0.6875,0.35714285714285715,0.044642857142857206,0.6581196581196581
2019-12-20,Miami Heat,New York Knicks,214.0,11.0,-550.0,400.0,243,15,2,3,1,0.8461538461538461,0.2,0.04615384615384621,0.8088235294117646
2019-12-21,San Antonio Spurs,Los Angeles Clippers,223.0,6.0,250.0,-310.0,243,-25,2,2,0,0.2857142857142857,0.7560975609756098,0.04181184668989557,0.27424749163879597
2019-12-21,Memphis Grizzlies,Sacramento Kings,217.5,1.5,115.0,-135.0,234,4,1,1,1,0.46511627906976744,0.574468085106383,0.03958436417615041,0.447405997144217
2019-12-21,Phoenix Suns,Houston Rockets,235.0,5.5,325.0,-425.0,264,-14,1,2,0,0.23529411764705882,0.8095238095238095,0.04481792717086841,0.22520107238605896
2019-12-21,New York Knicks,Milwaukee Bucks,227.0,12.5,750.0,-1200.0,225,-21,1,2,0,0.11764705882352941,0.9230769230769231,0.040723981900452566,0.11304347826086955
2019-12-21,Portland Trail Blazers,Minnesota Timberwolves,231.5,6.5,-280.0,230.0,219,7,1,1,1,0.7368421052631579,0.30303030303030304,0.03987240829346095,0.7085889570552146
2019-12-21,Philadelphia 76ers,Washington Wizards,230.0,12.0,-1100.0,700.0,233,17,1,1,1,0.9166666666666666,0.125,0.04166666666666652,0.8800000000000001
2019-12-21,Brooklyn Nets,Atlanta Hawks,227.5,6.5,-340.0,270.0,234,10,2,2,1,0.7727272727272727,0.2702702702702703,0.0429975429975431,0.740871613663133
2019-12-21,Charlotte Bobcats,Utah Jazz,210.0,6.0,240.0,-300.0,221,-7,3,2,0,0.29411764705882354,0.75,0.044117647058823595,0.28169014084507044
2019-12-21,Detroit Pistons,Chicago Bulls,213.0,2.5,105.0,-125.0,226,-12,1,3,0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2019-12-22,Toronto Raptors,Dallas Mavericks,217.0,2.5,-125.0,105.0,217,3,2,2,1,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2019-12-22,Boston Celtics,Charlotte Bobcats,209.5,13.0,-1000.0,650.0,212,26,2,1,1,0.9090909090909091,0.13333333333333333,0.042424242424242475,0.8720930232558138
2019-12-22,Milwaukee Bucks,Indiana Pacers,219.5,7.0,-410.0,310.0,206,28,1,2,1,0.803921568627451,0.24390243902439024,0.04782400765184125,0.7672295755362848
2019-12-22,Oklahoma City Thunder,Los Angeles Clippers,222.0,1.0,-120.0,100.0,230,6,2,1,1,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2019-12-22,Los Angeles Lakers,Denver Nuggets,209.0,7.5,-140.0,120.0,232,-24,3,2,0,0.5833333333333334,0.45454545454545453,0.037878787878787845,0.562043795620438
2019-12-23,Golden State Warriors,Minnesota Timberwolves,221.0,2.0,-115.0,-105.0,217,9,3,2,1,0.5348837209302325,0.5121951219512195,0.04707884288145214,0.5108342361863488
2019-12-23,Portland Trail Blazers,New Orleans Pelicans,228.5,6.5,-250.0,200.0,196,-8,2,3,0,0.7142857142857143,0.3333333333333333,0.04761904761904767,0.6818181818181818
2019-12-23,Sacramento Kings,Houston Rockets,228.0,5.0,220.0,-270.0,217,-9,2,2,0,0.3125,0.7297297297297297,0.042229729729729826,0.299837925445705
2019-12-23,Phoenix Suns,Denver Nuggets,216.0,3.5,120.0,-140.0,224,-2,2,1,0,0.45454545454545453,0.5833333333333334,0.037878787878787845,0.43795620437956206
2019-12-23,Memphis Grizzlies,San Antonio Spurs,226.5,1.0,-105.0,-115.0,260,-30,2,2,0,0.5121951219512195,0.5348837209302325,0.04707884288145214,0.4891657638136511
2019-12-23,Indiana Pacers,Toronto Raptors,209.5,6.0,-245.0,195.0,235,5,1,1,1,0.7101449275362319,0.3389830508474576,0.04912797838368954,0.6768906579255444
2019-12-23,Cleveland Cavaliers,Atlanta Hawks,228.5,2.0,110.0,-130.0,239,3,3,2,1,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044
2019-12-23,New York Knicks,Washington Wizards,234.5,0.0,-170.0,145.0,236,-6,2,2,0,0.6296296296296297,0.40816326530612246,0.03779289493575222,0.6067006554989074
2019-12-23,Orlando Magic,Chicago Bulls,209.0,3.0,-200.0,170.0,198,8,3,2,1,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2019-12-23,Detroit Pistons,Philadelphia 76ers,214.0,6.0,225.0,-275.0,234,-16,2,2,0,0.3076923076923077,0.7333333333333333,0.04102564102564088,0.29556650246305427
2019-12-23,Miami Heat,Utah Jazz,212.0,4.5,-190.0,160.0,211,3,3,2,1,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2019-12-25,Denver Nuggets,New Orleans Pelicans,218.5,9.5,-500.0,375.0,212,-12,2,2,0,0.8333333333333334,0.21052631578947367,0.04385964912280693,0.7983193277310925
2019-12-25,Los Angeles Lakers,Los Angeles Clippers,224.5,2.0,-140.0,120.0,217,-5,3,3,0,0.5833333333333334,0.45454545454545453,0.037878787878787845,0.562043795620438
2019-12-25,Philadelphia 76ers,Milwaukee Bucks,220.0,2.0,130.0,-150.0,230,12,2,3,1,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2019-12-25,Toronto Raptors,Boston Celtics,213.0,2.5,155.0,-185.0,220,-16,2,3,0,0.39215686274509803,0.6491228070175439,0.04127966976264186,0.37661050545094155
2019-12-25,Golden State Warriors,Houston Rockets,226.5,11.0,550.0,-800.0,220,12,2,2,1,0.15384615384615385,0.8888888888888888,0.04273504273504258,0.1475409836065574
2019-12-26,Detroit Pistons,Washington Wizards,231.0,6.0,-280.0,230.0,234,30,3,3,1,0.7368421052631579,0.30303030303030304,0.03987240829346095,0.7085889570552146
2019-12-26,Oklahoma City Thunder,Memphis Grizzlies,224.0,6.5,-265.0,215.0,207,-13,4,3,0,0.726027397260274,0.31746031746031744,0.04348771472059143,0.6957699520733487
2019-12-26,Brooklyn Nets,New York Knicks,221.0,7.0,-340.0,270.0,176,-12,5,3,0,0.7727272727272727,0.2702702702702703,0.0429975429975431,0.740871613663133
2019-12-26,Dallas Mavericks,San Antonio Spurs,226.5,5.5,-360.0,280.0,200,4,4,3,1,0.782608695652174,0.2631578947368421,0.04576659038901609,0.7483588621444202
2019-12-26,Sacramento Kings,Minnesota Timberwolves,222.5,4.0,-300.0,240.0,209,-1,3,3,0,0.75,0.29411764705882354,0.044117647058823595,0.7183098591549295
2019-12-26,Utah Jazz,Portland Trail Blazers,220.0,6.0,-240.0,190.0,236,6,3,3,1,0.7058823529411765,0.3448275862068966,0.05070993914807298,0.6718146718146719
2019-12-27,Orlando Magic,Philadelphia 76ers,209.0,4.0,155.0,-185.0,195,1,4,2,1,0.39215686274509803,0.6491228070175439,0.04127966976264186,0.37661050545094155
2019-12-27,Boston Celtics,Cleveland Cavaliers,216.0,13.5,-1400.0,800.0,246,12,2,4,1,0.9333333333333333,0.1111111111111111,0.04444444444444451,0.8936170212765957
2019-12-27,Charlotte Bobcats,Oklahoma City Thunder,210.0,3.0,-105.0,-115.0,206,-2,5,1,0,0.5121951219512195,0.5348837209302325,0.04707884288145214,0.4891657638136511
2019-12-27,Atlanta Hawks,Milwaukee Bucks,238.0,12.0,275.0,-350.0,198,-26,4,2,0,0.26666666666666666,0.7777777777777778,0.04444444444444451,0.2553191489361702
2019-12-27,Miami Heat,Indiana Pacers,211.5,4.5,-210.0,175.0,225,1,4,4,1,0.6774193548387096,0.36363636363636365,0.04105571847507328,0.6507042253521127
2019-12-27,Golden State Warriors,Phoenix Suns,222.0,3.0,145.0,-170.0,201,9,2,4,1,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2019-12-28,Los Angeles Clippers,Utah Jazz,220.0,9.0,-360.0,280.0,227,-13,3,2,0,0.782608695652174,0.2631578947368421,0.04576659038901609,0.7483588621444202
2019-12-28,San Antonio Spurs,Detroit Pistons,222.5,4.5,-220.0,180.0,245,27,2,2,1,0.6875,0.35714285714285715,0.044642857142857206,0.6581196581196581
2019-12-28,Milwaukee Bucks,Orlando Magic,216.0,11.0,-270.0,220.0,211,11,1,1,1,0.7297297297297297,0.3125,0.042229729729729826,0.7001620745542949
2019-12-28,Portland Trail Blazers,Los Angeles Lakers,223.5,4.0,190.0,-240.0,248,-8,2,3,0,0.3448275862068966,0.7058823529411765,0.05070993914807298,0.3281853281853282
2019-12-28,Sacramento Kings,Phoenix Suns,222.5,2.0,-140.0,120.0,222,-2,2,1,0,0.5833333333333334,0.45454545454545453,0.037878787878787845,0.562043795620438
2019-12-28,Chicago Bulls,Atlanta Hawks,219.0,10.5,-600.0,425.0,197,35,5,1,1,0.8571428571428571,0.19047619047619047,0.04761904761904745,0.8181818181818182
2019-12-28,Golden State Warriors,Dallas Mavericks,218.0,10.5,500.0,-700.0,262,-20,1,2,0,0.16666666666666666,0.875,0.04166666666666674,0.15999999999999998
2019-12-28,Minnesota Timberwolves,Cleveland Cavaliers,222.0,6.5,-280.0,230.0,182,-6,2,1,0,0.7368421052631579,0.30303030303030304,0.03987240829346095,0.7085889570552146
2019-12-28,Washington Wizards,New York Knicks,230.5,1.5,140.0,-160.0,207,-7,2,2,0,0.4166666666666667,0.6153846153846154,0.03205128205128216,0.40372670807453415
2019-12-28,Miami Heat,Philadelphia 76ers,213.0,1.0,-120.0,100.0,233,1,1,1,1,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2019-12-28,Boston Celtics,Toronto Raptors,216.5,6.5,-330.0,260.0,210,-16,1,3,0,0.7674418604651163,0.2777777777777778,0.04521963824289399,0.7342398022249692
2019-12-28,New Orleans Pelicans,Indiana Pacers,219.0,1.0,-125.0,105.0,218,22,3,1,1,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2019-12-28,Denver Nuggets,Memphis Grizzlies,216.5,10.0,-500.0,375.0,229,9,3,2,1,0.8333333333333334,0.21052631578947367,0.04385964912280693,0.7983193277310925
2019-12-28,Houston Rockets,Brooklyn Nets,233.0,10.0,-500.0,375.0,206,10,3,2,1,0.8333333333333334,0.21052631578947367,0.04385964912280693,0.7983193277310925
2019-12-29,Los Angeles Lakers,Dallas Mavericks,220.0,4.5,-210.0,175.0,203,13,1,1,1,0.6774193548387096,0.36363636363636365,0.04105571847507328,0.6507042253521127
2019-12-29,Memphis Grizzlies,Charlotte Bobcats,217.5,3.0,-145.0,125.0,221,13,1,2,1,0.5918367346938775,0.4444444444444444,0.03628117913832196,0.5711159737417943
2019-12-29,Denver Nuggets,Sacramento Kings,207.0,10.0,-350.0,275.0,235,5,1,1,1,0.7777777777777778,0.26666666666666666,0.04444444444444451,0.7446808510638298
2019-12-29,Toronto Raptors,Oklahoma City Thunder,212.5,2.5,-190.0,160.0,195,-1,1,2,0,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2019-12-29,New Orleans Pelicans,Houston Rockets,231.5,4.5,-220.0,180.0,239,15,1,1,1,0.6875,0.35714285714285715,0.044642857142857206,0.6581196581196581
2019-12-30,Orlando Magic,Atlanta Hawks,214.0,11.5,-700.0,500.0,194,-8,2,2,0,0.875,0.16666666666666666,0.04166666666666674,0.84
2019-12-30,Washington Wizards,Miami Heat,227.0,9.0,525.0,-750.0,228,18,2,2,1,0.16,0.8823529411764706,0.04235294117647048,0.15349887133182846
2019-12-30,Minnesota Timberwolves,Brooklyn Nets,220.0,1.0,170.0,-200.0,237,7,2,2,1,0.37037037037037035,0.6666666666666666,0.03703703703703698,0.35714285714285715
2019-12-30,Chicago Bulls,Milwaukee Bucks,216.0,5.5,350.0,-450.0,225,-21,2,2,0,0.2222222222222222,0.8181818181818182,0.04040404040404044,0.21359223300970873
2019-12-30,Utah Jazz,Detroit Pistons,218.0,9.0,-500.0,375.0,185,23,2,2,1,0.8333333333333334,0.21052631578947367,0.04385964912280693,0.7983193277310925
2019-12-30,Portland Trail Blazers,Phoenix Suns,231.0,4.0,-170.0,145.0,238,-6,2,2,0,0.6296296296296297,0.40816326530612246,0.03779289493575222,0.6067006554989074
2019-12-31,Toronto Raptors,Cleveland Cavaliers,217.0,9.5,-450.0,350.0,214,20,2,3,1,0.8181818181818182,0.2222222222222222,0.04040404040404044,0.7864077669902912
2019-12-31,Houston Rockets,Denver Nuggets,220.0,2.0,-280.0,230.0,234,26,2,2,1,0.7368421052631579,0.30303030303030304,0.03987240829346095,0.7085889570552146
2019-12-31,San Antonio Spurs,Golden State Warriors,220.0,9.0,-750.0,525.0,230,4,3,3,1,0.8823529411764706,0.16,0.04235294117647048,0.8465011286681716
2019-12-31,Oklahoma City Thunder,Dallas Mavericks,218.0,1.5,125.0,-145.0,207,5,2,2,1,0.4444444444444444,0.5918367346938775,0.03628117913832196,0.42888402625820565
2019-12-31,Indiana Pacers,Philadelphia 76ers,211.5,1.0,-155.0,135.0,212,18,3,3,1,0.6078431372549019,0.425531914893617,0.03337505214851899,0.5882115462252725
2019-12-31,Charlotte Bobcats,Boston Celtics,208.5,6.5,300.0,-400.0,201,-17,2,3,0,0.25,0.8,0.050000000000000044,0.23809523809523808
2019-12-31,Sacramento Kings,Los Angeles Clippers,221.0,7.0,230.0,-280.0,192,-18,2,3,0,0.30303030303030304,0.7368421052631579,0.03987240829346095,0.29141104294478526
2020-01-01,Washington Wizards,Orlando Magic,215.5,4.0,145.0,-170.0,223,-21,2,2,0,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2020-01-01,New York Knicks,Portland Trail Blazers,222.0,4.0,150.0,-180.0,210,24,4,2,1,0.4,0.6428571428571429,0.04285714285714293,0.3835616438356164
2020-01-01,Milwaukee Bucks,Minnesota Timberwolves,224.0,18.5,-5000.0,1500.0,210,2,2,2,1,0.9803921568627451,0.0625,0.04289215686274517,0.9400705052878965
2020-01-01,Los Angeles Lakers,Phoenix Suns,226.5,11.5,-750.0,525.0,224,10,3,2,1,0.8823529411764706,0.16,0.04235294117647048,0.8465011286681716
2020-01-02,Los Angeles Clippers,Detroit Pistons,223.0,13.5,-1000.0,650.0,238,14,2,3,1,0.9090909090909091,0.13333333333333333,0.042424242424242475,0.8720930232558138
2020-01-02,Sacramento Kings,Memphis Grizzlies,222.5,3.5,-200.0,170.0,251,5,2,4,1,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2020-01-02,San Antonio Spurs,Oklahoma City Thunder,219.0,1.0,-135.0,115.0,212,-6,2,2,0,0.574468085106383,0.46511627906976744,0.03958436417615041,0.552594002855783
2020-01-02,Chicago Bulls,Utah Jazz,210.5,3.5,145.0,-170.0,200,-4,3,3,0,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2020-01-02,Dallas Mavericks,Brooklyn Nets,220.5,8.5,-360.0,280.0,234,12,2,3,1,0.782608695652174,0.2631578947368421,0.04576659038901609,0.7483588621444202
2020-01-02,Miami Heat,Toronto Raptors,215.0,6.0,-220.0,180.0,160,8,3,2,1,0.6875,0.35714285714285715,0.044642857142857206,0.6581196581196581
2020-01-02,Indiana Pacers,Denver Nuggets,209.5,1.0,-105.0,-115.0,240,-8,2,2,0,0.5121951219512195,0.5348837209302325,0.04707884288145214,0.4891657638136511
2020-01-02,Cleveland Cavaliers,Charlotte Bobcats,210.0,2.0,-130.0,110.0,215,-3,2,2,0,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2020-01-02,Minnesota Timberwolves,Golden State Warriors,219.0,4.0,-150.0,130.0,183,15,1,2,1,0.6,0.43478260869565216,0.034782608695652195,0.5798319327731092
2020-01-03,Orlando Magic,Miami Heat,207.5,1.5,-120.0,100.0,190,20,2,1,1,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2020-01-03,Boston Celtics,Atlanta Hawks,223.5,11.5,-650.0,450.0,215,3,3,4,1,0.8666666666666667,0.18181818181818182,0.048484848484848575,0.8265895953757225
2020-01-03,Washington Wizards,Portland Trail Blazers,236.0,5.5,270.0,-340.0,225,-19,2,2,0,0.2702702702702703,0.7727272727272727,0.0429975429975431,0.2591283863368669
2020-01-03,Houston Rockets,Philadelphia 76ers,224.0,4.0,-190.0,160.0,226,10,3,3,1,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2020-01-03,Phoenix Suns,New York Knicks,224.0,5.5,-300.0,240.0,232,8,2,2,1,0.75,0.29411764705882354,0.044117647058823595,0.7183098591549295
2020-01-03,Los Angeles Lakers,New Orleans Pelicans,221.0,11.0,-600.0,425.0,236,10,2,5,1,0.8571428571428571,0.19047619047619047,0.04761904761904745,0.8181818181818182
2020-01-04,Washington Wizards,Denver Nuggets,223.5,11.5,650.0,-1000.0,242,14,1,2,1,0.13333333333333333,0.9090909090909091,0.042424242424242475,0.12790697674418605
2020-01-04,Golden State Warriors,Detroit Pistons,215.5,3.5,130.0,-150.0,215,-7,2,2,0,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2020-01-04,Milwaukee Bucks,San Antonio Spurs,228.5,12.0,-900.0,600.0,245,9,3,2,1,0.9,0.14285714285714285,0.04285714285714293,0.863013698630137
2020-01-04,Sacramento Kings,New Orleans Pelicans,223.5,2.0,-140.0,120.0,232,-2,2,1,0,0.5833333333333334,0.45454545454545453,0.037878787878787845,0.562043795620438
2020-01-04,Chicago Bulls,Boston Celtics,209.5,1.5,-115.0,-105.0,215,-7,2,1,0,0.5348837209302325,0.5121951219512195,0.04707884288145214,0.5108342361863488
2020-01-04,Dallas Mavericks,Charlotte Bobcats,216.0,12.0,-800.0,550.0,243,-3,2,2,0,0.8888888888888888,0.15384615384615385,0.04273504273504258,0.8524590163934427
2020-01-04,Cleveland Cavaliers,Oklahoma City Thunder,212.5,6.0,240.0,-300.0,227,-15,2,2,0,0.29411764705882354,0.75,0.044117647058823595,0.28169014084507044
2020-01-04,Orlando Magic,Utah Jazz,207.5,3.5,145.0,-170.0,205,-13,1,2,0,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2020-01-04,Brooklyn Nets,Toronto Raptors,216.0,1.0,-130.0,110.0,223,-19,2,2,0,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2020-01-04,Los Angeles Clippers,Memphis Grizzlies,230.5,11.0,-650.0,450.0,254,-26,2,2,0,0.8666666666666667,0.18181818181818182,0.048484848484848575,0.8265895953757225
2020-01-04,Atlanta Hawks,Indiana Pacers,222.0,6.0,255.0,-320.0,227,5,1,2,1,0.28169014084507044,0.7619047619047619,0.043594902749832354,0.2699228791773779
2020-01-05,Los Angeles Clippers,New York Knicks,222.5,9.0,-550.0,400.0,267,3,1,2,1,0.8461538461538461,0.2,0.04615384615384621,0.8088235294117646
2020-01-05,Miami Heat,Portland Trail Blazers,221.0,6.0,-230.0,185.0,233,11,2,2,1,0.696969696969697,0.3508771929824561,0.04784688995215314,0.665144596651446
2020-01-05,Cleveland Cavaliers,Minnesota Timberwolves,215.5,3.0,210.0,-260.0,221,-15,1,3,0,0.3225806451612903,0.7222222222222222,0.04480286738351258,0.30874785591766724
2020-01-05,Phoenix Suns,Memphis Grizzlies,232.0,6.0,-300.0,240.0,235,-7,2,1,0,0.75,0.29411764705882354,0.044117647058823595,0.7183098591549295
2020-01-05,Los Angeles Lakers,Detroit Pistons,221.0,15.0,-2000.0,1000.0,205,7,2,1,1,0.9523809523809523,0.09090909090909091,0.043290043290043156,0.9128630705394192
2020-01-06,Sacramento Kings,Golden State Warriors,211.0,9.0,-600.0,425.0,209,13,2,2,1,0.8571428571428571,0.19047619047619047,0.04761904761904745,0.8181818181818182
2020-01-06,Dallas Mavericks,Chicago Bulls,217.5,9.5,-400.0,300.0,228,8,2,2,1,0.8,0.25,0.050000000000000044,0.7619047619047619
2020-01-06,San Antonio Spurs,Milwaukee Bucks,229.5,7.5,300.0,-400.0,230,22,2,2,1,0.25,0.8,0.050000000000000044,0.23809523809523808
2020-01-06,New Orleans Pelicans,Utah Jazz,223.0,2.0,150.0,-180.0,254,-2,2,2,0,0.4,0.6428571428571429,0.04285714285714293,0.3835616438356164
2020-01-06,Orlando Magic,Brooklyn Nets,211.0,4.5,-220.0,180.0,190,12,2,2,1,0.6875,0.35714285714285715,0.044642857142857206,0.6581196581196581
2020-01-06,Philadelphia 76ers,Oklahoma City Thunder,213.0,6.0,-340.0,270.0,233,7,3,2,1,0.7727272727272727,0.2702702702702703,0.0429975429975431,0.740871613663133
2020-01-06,Washington Wizards,Boston Celtics,226.5,8.0,340.0,-440.0,193,5,2,2,1,0.22727272727272727,0.8148148148148148,0.04208754208754195,0.21809369951534735
2020-01-06,Charlotte Bobcats,Indiana Pacers,209.5,5.0,215.0,-265.0,219,-11,2,2,0,0.31746031746031744,0.726027397260274,0.04348771472059143,0.30423004792665137
2020-01-06,Atlanta Hawks,Denver Nuggets,220.0,8.5,260.0,-330.0,238,-8,2,2,0,0.2777777777777778,0.7674418604651163,0.04521963824289399,0.2657601977750309
2020-01-07,Phoenix Suns,Sacramento Kings,226.5,4.5,-280.0,230.0,217,-11,2,1,0,0.7368421052631579,0.30303030303030304,0.03987240829346095,0.7085889570552146
2020-01-07,Los Angeles Lakers,New York Knicks,220.5,14.0,-1600.0,900.0,204,30,2,2,1,0.9411764705882353,0.1,0.04117647058823537,0.9039548022598869
2020-01-07,Memphis Grizzlies,Minnesota Timberwolves,228.0,2.5,-190.0,160.0,231,7,2,2,1,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2020-01-07,Toronto Raptors,Portland Trail Blazers,220.0,2.0,-140.0,120.0,200,-2,3,2,0,0.5833333333333334,0.45454545454545453,0.037878787878787845,0.562043795620438
2020-01-07,Cleveland Cavaliers,Detroit Pistons,215.0,3.0,145.0,-170.0,228,-2,2,2,0,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2020-01-07,Brooklyn Nets,Oklahoma City Thunder,217.0,2.0,-120.0,100.0,214,-8,1,1,0,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2020-01-08,Utah Jazz,New York Knicks,218.0,12.5,-1500.0,850.0,232,24,2,1,1,0.9375,0.10526315789473684,0.042763157894736725,0.8990536277602524
2020-01-08,Charlotte Bobcats,Toronto Raptors,209.0,4.0,120.0,-140.0,222,-2,2,1,0,0.45454545454545453,0.5833333333333334,0.037878787878787845,0.43795620437956206
2020-01-08,Indiana Pacers,Miami Heat,211.0,1.0,-125.0,105.0,230,-14,2,3,0,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2020-01-08,Orlando Magic,Washington Wizards,219.5,10.5,-500.0,375.0,212,34,2,2,1,0.8333333333333334,0.21052631578947367,0.04385964912280693,0.7983193277310925
2020-01-08,Boston Celtics,San Antonio Spurs,219.5,5.5,-310.0,250.0,243,-15,2,2,0,0.7560975609756098,0.2857142857142857,0.04181184668989557,0.725752508361204
2020-01-08,Dallas Mavericks,Denver Nuggets,218.0,1.5,-185.0,155.0,213,-1,2,2,0,0.6491228070175439,0.39215686274509803,0.04127966976264186,0.6233894945490586
2020-01-08,Atlanta Hawks,Houston Rockets,235.0,8.0,280.0,-360.0,237,-7,2,5,0,0.2631578947368421,0.782608695652174,0.04576659038901609,0.25164113785557984
2020-01-08,New Orleans Pelicans,Chicago Bulls,222.0,3.5,-160.0,140.0,231,15,2,2,1,0.6153846153846154,0.4166666666666667,0.03205128205128216,0.5962732919254659
2020-01-08,Golden State Warriors,Milwaukee Bucks,219.0,13.5,850.0,-1500.0,205,-9,2,2,0,0.10526315789473684,0.9375,0.042763157894736725,0.10094637223974764
2020-01-09,Detroit Pistons,Cleveland Cavaliers,221.0,7.0,-290.0,235.0,227,-3,2,2,0,0.7435897435897436,0.29850746268656714,0.04209720627631075,0.7135512302607419
2020-01-09,Philadelphia 76ers,Boston Celtics,214.0,2.5,-110.0,-110.0,207,11,3,1,1,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2020-01-09,Minnesota Timberwolves,Portland Trail Blazers,224.0,2.5,-110.0,-110.0,218,14,2,2,1,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2020-01-09,Oklahoma City Thunder,Houston Rockets,227.0,3.0,145.0,-170.0,205,21,2,1,1,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2020-01-10,Phoenix Suns,Orlando Magic,217.0,1.0,-170.0,145.0,192,4,3,2,1,0.6296296296296297,0.40816326530612246,0.03779289493575222,0.6067006554989074
2020-01-10,Utah Jazz,Charlotte Bobcats,212.5,13.0,-900.0,600.0,201,17,2,2,1,0.9,0.14285714285714285,0.04285714285714293,0.863013698630137
2020-01-10,Los Angeles Clippers,Golden State Warriors,221.5,15.0,-1500.0,850.0,209,9,5,2,1,0.9375,0.10526315789473684,0.042763157894736725,0.8990536277602524
2020-01-10,Dallas Mavericks,Los Angeles Lakers,222.0,1.5,-135.0,115.0,243,-15,2,3,0,0.574468085106383,0.46511627906976744,0.03958436417615041,0.552594002855783
2020-01-10,Sacramento Kings,Milwaukee Bucks,223.0,8.0,375.0,-500.0,233,-21,3,2,0,0.21052631578947367,0.8333333333333334,0.04385964912280693,0.20168067226890757
2020-01-10,New York Knicks,New Orleans Pelicans,225.5,4.0,150.0,-180.0,234,-12,2,2,0,0.4,0.6428571428571429,0.04285714285714293,0.3835616438356164
2020-01-10,Memphis Grizzlies,San Antonio Spurs,234.0,1.0,-110.0,-110.0,255,13,3,2,1,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2020-01-10,Brooklyn Nets,Miami Heat,217.0,3.5,155.0,-185.0,230,4,3,2,1,0.39215686274509803,0.6491228070175439,0.04127966976264186,0.37661050545094155
2020-01-10,Washington Wizards,Atlanta Hawks,237.5,0.0,-105.0,-115.0,212,10,2,2,1,0.5121951219512195,0.5348837209302325,0.04707884288145214,0.4891657638136511
2020-01-10,Chicago Bulls,Indiana Pacers,212.5,3.5,-115.0,-105.0,221,-11,2,2,0,0.5348837209302325,0.5121951219512195,0.04707884288145214,0.5108342361863488
2020-01-11,Portland Trail Blazers,Milwaukee Bucks,227.5,5.5,275.0,-350.0,223,-21,2,1,0,0.26666666666666666,0.7777777777777778,0.04444444444444451,0.2553191489361702
2020-01-11,Dallas Mavericks,Philadelphia 76ers,223.5,2.0,-150.0,130.0,200,18,1,2,1,0.6,0.43478260869565216,0.034782608695652195,0.5798319327731092
